ward_number,municipality,district,province
4,Aadarsha Rural Municipality,Doti,Sudur Paschimanchal
5,Aadarsha Rural Municipality,Doti,Sudur Paschimanchal
6,Aadarsha Rural Municipality,Doti,Sudur Paschimanchal
7,Aadarsha Rural Municipality,Doti,Sudur Paschimanchal
1,Purbichauki Rural Municipality,Doti,Sudur Paschimanchal
2,Purbichauki Rural Municipality,Doti,Sudur Paschimanchal
3,Purbichauki Rural Municipality,Doti,Sudur Paschimanchal
4,Purbichauki Rural Municipality,Doti,Sudur Paschimanchal
5,Purbichauki Rural Municipality,Doti,Sudur Paschimanchal
6,Purbichauki Rural Municipality,Doti,Sudur Paschimanchal
7,Purbichauki Rural Municipality,Doti,Sudur Paschimanchal
1,K.I.Singh Rural Municipality,Doti,Sudur Paschimanchal
2,K.I.Singh Rural Municipality,Doti,Sudur Paschimanchal
3,K.I.Singh Rural Municipality,Doti,Sudur Paschimanchal
4,K.I.Singh Rural Municipality,Doti,Sudur Paschimanchal
5,K.I.Singh Rural Municipality,Doti,Sudur Paschimanchal
6,K.I.Singh Rural Municipality,Doti,Sudur Paschimanchal
7,K.I.Singh Rural Municipality,Doti,Sudur Paschimanchal
1,Jorayal Rural Municipality,Doti,Sudur Paschimanchal
2,Jorayal Rural Municipality,Doti,Sudur Paschimanchal
3,Jorayal Rural Municipality,Doti,Sudur Paschimanchal
4,Jorayal Rural Municipality,Doti,Sudur Paschimanchal
5,Jorayal Rural Municipality,Doti,Sudur Paschimanchal
6,Jorayal Rural Municipality,Doti,Sudur Paschimanchal
1,Sayal Rural Municipality,Doti,Sudur Paschimanchal
2,Sayal Rural Municipality,Doti,Sudur Paschimanchal
3,Sayal Rural Municipality,Doti,Sudur Paschimanchal
4,Sayal Rural Municipality,Doti,Sudur Paschimanchal
5,Sayal Rural Municipality,Doti,Sudur Paschimanchal
6,Sayal Rural Municipality,Doti,Sudur Paschimanchal
1,Bogatan-Phudsil Rural Municipality,Doti,Sudur Paschimanchal
2,Bogatan-Phudsil Rural Municipality,Doti,Sudur Paschimanchal
3,Bogatan-Phudsil Rural Municipality,Doti,Sudur Paschimanchal
4,Bogatan-Phudsil Rural Municipality,Doti,Sudur Paschimanchal
5,Bogatan-Phudsil Rural Municipality,Doti,Sudur Paschimanchal
6,Bogatan-Phudsil Rural Municipality,Doti,Sudur Paschimanchal
7,Bogatan-Phudsil Rural Municipality,Doti,Sudur Paschimanchal
1,Badikedar Rural Municipality,Doti,Sudur Paschimanchal
2,Badikedar Rural Municipality,Doti,Sudur Paschimanchal
3,Badikedar Rural Municipality,Doti,Sudur Paschimanchal
4,Badikedar Rural Municipality,Doti,Sudur Paschimanchal
5,Badikedar Rural Municipality,Doti,Sudur Paschimanchal
1,Ramaroshan Rural Municipality,Acham,Sudur Paschimanchal
2,Ramaroshan Rural Municipality,Acham,Sudur Paschimanchal
3,Ramaroshan Rural Municipality,Acham,Sudur Paschimanchal
4,Ramaroshan Rural Municipality,Acham,Sudur Paschimanchal
5,Ramaroshan Rural Municipality,Acham,Sudur Paschimanchal
6,Ramaroshan Rural Municipality,Acham,Sudur Paschimanchal
7,Ramaroshan Rural Municipality,Acham,Sudur Paschimanchal
1,Chaurpati Rural Municipality,Acham,Sudur Paschimanchal
2,Chaurpati Rural Municipality,Acham,Sudur Paschimanchal
3,Chaurpati Rural Municipality,Acham,Sudur Paschimanchal
4,Chaurpati Rural Municipality,Acham,Sudur Paschimanchal
5,Chaurpati Rural Municipality,Acham,Sudur Paschimanchal
6,Chaurpati Rural Municipality,Acham,Sudur Paschimanchal
7,Chaurpati Rural Municipality,Acham,Sudur Paschimanchal
1,Turmakhand Rural Municipality,Acham,Sudur Paschimanchal
2,Turmakhand Rural Municipality,Acham,Sudur Paschimanchal
3,Turmakhand Rural Municipality,Acham,Sudur Paschimanchal
4,Turmakhand Rural Municipality,Acham,Sudur Paschimanchal
5,Turmakhand Rural Municipality,Acham,Sudur Paschimanchal
6,Turmakhand Rural Municipality,Acham,Sudur Paschimanchal
7,Turmakhand Rural Municipality,Acham,Sudur Paschimanchal
8,Turmakhand Rural Municipality,Acham,Sudur Paschimanchal
1,Mellekh Rural Municipality,Acham,Sudur Paschimanchal
2,Mellekh Rural Municipality,Acham,Sudur Paschimanchal
3,Mellekh Rural Municipality,Acham,Sudur Paschimanchal
4,Mellekh Rural Municipality,Acham,Sudur Paschimanchal
5,Mellekh Rural Municipality,Acham,Sudur Paschimanchal
6,Mellekh Rural Municipality,Acham,Sudur Paschimanchal
7,Mellekh Rural Municipality,Acham,Sudur Paschimanchal
8,Mellekh Rural Municipality,Acham,Sudur Paschimanchal
1,Dhakari Rural Municipality,Acham,Sudur Paschimanchal
2,Dhakari Rural Municipality,Acham,Sudur Paschimanchal
3,Dhakari Rural Municipality,Acham,Sudur Paschimanchal
4,Dhakari Rural Municipality,Acham,Sudur Paschimanchal
5,Dhakari Rural Municipality,Acham,Sudur Paschimanchal
6,Dhakari Rural Municipality,Acham,Sudur Paschimanchal
7,Dhakari Rural Municipality,Acham,Sudur Paschimanchal
8,Dhakari Rural Municipality,Acham,Sudur Paschimanchal
1,Bannigadi Jayagad Rural Municipality,Acham,Sudur Paschimanchal
2,Bannigadi Jayagad Rural Municipality,Acham,Sudur Paschimanchal
3,Bannigadi Jayagad Rural Municipality,Acham,Sudur Paschimanchal
4,Bannigadi Jayagad Rural Municipality,Acham,Sudur Paschimanchal
5,Bannigadi Jayagad Rural Municipality,Acham,Sudur Paschimanchal
6,Bannigadi Jayagad Rural Municipality,Acham,Sudur Paschimanchal
1,Mangalsen Municipality,Acham,Sudur Paschimanchal
2,Mangalsen Municipality,Acham,Sudur Paschimanchal
3,Mangalsen Municipality,Acham,Sudur Paschimanchal
4,Mangalsen Municipality,Acham,Sudur Paschimanchal
5,Mangalsen Municipality,Acham,Sudur Paschimanchal
6,Mangalsen Municipality,Acham,Sudur Paschimanchal
7,Mangalsen Municipality,Acham,Sudur Paschimanchal
8,Mangalsen Municipality,Acham,Sudur Paschimanchal
9,Mangalsen Municipality,Acham,Sudur Paschimanchal
10,Mangalsen Municipality,Acham,Sudur Paschimanchal
11,Mangalsen Municipality,Acham,Sudur Paschimanchal
12,Mangalsen Municipality,Acham,Sudur Paschimanchal
13,Mangalsen Municipality,Acham,Sudur Paschimanchal
14,Mangalsen Municipality,Acham,Sudur Paschimanchal
1,Kamalbazar Municipality,Acham,Sudur Paschimanchal
2,Kamalbazar Municipality,Acham,Sudur Paschimanchal
3,Kamalbazar Municipality,Acham,Sudur Paschimanchal
4,Kamalbazar Municipality,Acham,Sudur Paschimanchal
5,Kamalbazar Municipality,Acham,Sudur Paschimanchal
6,Kamalbazar Municipality,Acham,Sudur Paschimanchal
7,Kamalbazar Municipality,Acham,Sudur Paschimanchal
8,Kamalbazar Municipality,Acham,Sudur Paschimanchal
9,Kamalbazar Municipality,Acham,Sudur Paschimanchal
10,Kamalbazar Municipality,Acham,Sudur Paschimanchal
1,Sanfebagar Municipality,Acham,Sudur Paschimanchal
2,Sanfebagar Municipality,Acham,Sudur Paschimanchal
3,Sanfebagar Municipality,Acham,Sudur Paschimanchal
4,Sanfebagar Municipality,Acham,Sudur Paschimanchal
5,Sanfebagar Municipality,Acham,Sudur Paschimanchal
6,Sanfebagar Municipality,Acham,Sudur Paschimanchal
7,Sanfebagar Municipality,Acham,Sudur Paschimanchal
8,Sanfebagar Municipality,Acham,Sudur Paschimanchal
9,Sanfebagar Municipality,Acham,Sudur Paschimanchal
10,Sanfebagar Municipality,Acham,Sudur Paschimanchal
11,Sanfebagar Municipality,Acham,Sudur Paschimanchal
12,Sanfebagar Municipality,Acham,Sudur Paschimanchal
13,Sanfebagar Municipality,Acham,Sudur Paschimanchal
14,Sanfebagar Municipality,Acham,Sudur Paschimanchal
1,Panchadewal Binayak Municipality,Acham,Sudur Paschimanchal
2,Panchadewal Binayak Municipality,Acham,Sudur Paschimanchal
3,Panchadewal Binayak Municipality,Acham,Sudur Paschimanchal
4,Panchadewal Binayak Municipality,Acham,Sudur Paschimanchal
5,Panchadewal Binayak Municipality,Acham,Sudur Paschimanchal
6,Panchadewal Binayak Municipality,Acham,Sudur Paschimanchal
7,Panchadewal Binayak Municipality,Acham,Sudur Paschimanchal
8,Panchadewal Binayak Municipality,Acham,Sudur Paschimanchal
9,Panchadewal Binayak Municipality,Acham,Sudur Paschimanchal
1,Navadurga Rural Municipality,Dadeldhura,Sudur Paschimanchal
2,Navadurga Rural Municipality,Dadeldhura,Sudur Paschimanchal
3,Navadurga Rural Municipality,Dadeldhura,Sudur Paschimanchal
4,Navadurga Rural Municipality,Dadeldhura,Sudur Paschimanchal
5,Navadurga Rural Municipality,Dadeldhura,Sudur Paschimanchal
1,Aalitaal Rural Municipality,Dadeldhura,Sudur Paschimanchal
2,Aalitaal Rural Municipality,Dadeldhura,Sudur Paschimanchal
3,Aalitaal Rural Municipality,Dadeldhura,Sudur Paschimanchal
4,Aalitaal Rural Municipality,Dadeldhura,Sudur Paschimanchal
5,Aalitaal Rural Municipality,Dadeldhura,Sudur Paschimanchal
6,Aalitaal Rural Municipality,Dadeldhura,Sudur Paschimanchal
7,Aalitaal Rural Municipality,Dadeldhura,Sudur Paschimanchal
8,Aalitaal Rural Municipality,Dadeldhura,Sudur Paschimanchal
1,Ganyapadhura Rural Municipality,Dadeldhura,Sudur Paschimanchal
2,Ganyapadhura Rural Municipality,Dadeldhura,Sudur Paschimanchal
3,Ganyapadhura Rural Municipality,Dadeldhura,Sudur Paschimanchal
4,Ganyapadhura Rural Municipality,Dadeldhura,Sudur Paschimanchal
5,Ganyapadhura Rural Municipality,Dadeldhura,Sudur Paschimanchal
1,Bhageshwar Rural Municipality,Dadeldhura,Sudur Paschimanchal
2,Bhageshwar Rural Municipality,Dadeldhura,Sudur Paschimanchal
3,Bhageshwar Rural Municipality,Dadeldhura,Sudur Paschimanchal
4,Bhageshwar Rural Municipality,Dadeldhura,Sudur Paschimanchal
5,Bhageshwar Rural Municipality,Dadeldhura,Sudur Paschimanchal
1,Ajaymeru Rural Municipality,Dadeldhura,Sudur Paschimanchal
2,Ajaymeru Rural Municipality,Dadeldhura,Sudur Paschimanchal
3,Ajaymeru Rural Municipality,Dadeldhura,Sudur Paschimanchal
4,Ajaymeru Rural Municipality,Dadeldhura,Sudur Paschimanchal
5,Ajaymeru Rural Municipality,Dadeldhura,Sudur Paschimanchal
6,Ajaymeru Rural Municipality,Dadeldhura,Sudur Paschimanchal
1,Amargadhi Municipality,Dadeldhura,Sudur Paschimanchal
2,Amargadhi Municipality,Dadeldhura,Sudur Paschimanchal
3,Amargadhi Municipality,Dadeldhura,Sudur Paschimanchal
4,Amargadhi Municipality,Dadeldhura,Sudur Paschimanchal
5,Amargadhi Municipality,Dadeldhura,Sudur Paschimanchal
6,Amargadhi Municipality,Dadeldhura,Sudur Paschimanchal
7,Amargadhi Municipality,Dadeldhura,Sudur Paschimanchal
8,Amargadhi Municipality,Dadeldhura,Sudur Paschimanchal
9,Amargadhi Municipality,Dadeldhura,Sudur Paschimanchal
10,Amargadhi Municipality,Dadeldhura,Sudur Paschimanchal
11,Amargadhi Municipality,Dadeldhura,Sudur Paschimanchal
1,Parshuram Municipality,Dadeldhura,Sudur Paschimanchal
2,Parshuram Municipality,Dadeldhura,Sudur Paschimanchal
3,Parshuram Municipality,Dadeldhura,Sudur Paschimanchal
4,Parshuram Municipality,Dadeldhura,Sudur Paschimanchal
5,Parshuram Municipality,Dadeldhura,Sudur Paschimanchal
6,Parshuram Municipality,Dadeldhura,Sudur Paschimanchal
7,Parshuram Municipality,Dadeldhura,Sudur Paschimanchal
8,Parshuram Municipality,Dadeldhura,Sudur Paschimanchal
9,Parshuram Municipality,Dadeldhura,Sudur Paschimanchal
10,Parshuram Municipality,Dadeldhura,Sudur Paschimanchal
11,Parshuram Municipality,Dadeldhura,Sudur Paschimanchal
12,Parshuram Municipality,Dadeldhura,Sudur Paschimanchal
1,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
2,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
3,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
4,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
5,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
6,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
7,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
8,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
9,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
10,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
11,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
12,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
13,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
14,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
15,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
16,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
17,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
18,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
19,Bhimdatta Municipality,Kanchanpur,Sudur Paschimanchal
1,Punarbas Municipality,Kanchanpur,Sudur Paschimanchal
2,Punarbas Municipality,Kanchanpur,Sudur Paschimanchal
3,Punarbas Municipality,Kanchanpur,Sudur Paschimanchal
4,Punarbas Municipality,Kanchanpur,Sudur Paschimanchal
5,Punarbas Municipality,Kanchanpur,Sudur Paschimanchal
6,Punarbas Municipality,Kanchanpur,Sudur Paschimanchal
7,Punarbas Municipality,Kanchanpur,Sudur Paschimanchal
8,Punarbas Municipality,Kanchanpur,Sudur Paschimanchal
9,Punarbas Municipality,Kanchanpur,Sudur Paschimanchal
10,Punarbas Municipality,Kanchanpur,Sudur Paschimanchal
11,Punarbas Municipality,Kanchanpur,Sudur Paschimanchal
1,Bedkot Municipality,Kanchanpur,Sudur Paschimanchal
2,Bedkot Municipality,Kanchanpur,Sudur Paschimanchal
3,Bedkot Municipality,Kanchanpur,Sudur Paschimanchal
4,Bedkot Municipality,Kanchanpur,Sudur Paschimanchal
5,Bedkot Municipality,Kanchanpur,Sudur Paschimanchal
6,Bedkot Municipality,Kanchanpur,Sudur Paschimanchal
7,Bedkot Municipality,Kanchanpur,Sudur Paschimanchal
8,Bedkot Municipality,Kanchanpur,Sudur Paschimanchal
9,Bedkot Municipality,Kanchanpur,Sudur Paschimanchal
10,Bedkot Municipality,Kanchanpur,Sudur Paschimanchal
1,Mahakali Municipality,Kanchanpur,Sudur Paschimanchal
2,Mahakali Municipality,Kanchanpur,Sudur Paschimanchal
3,Mahakali Municipality,Kanchanpur,Sudur Paschimanchal
4,Mahakali Municipality,Kanchanpur,Sudur Paschimanchal
5,Mahakali Municipality,Kanchanpur,Sudur Paschimanchal
6,Mahakali Municipality,Kanchanpur,Sudur Paschimanchal
7,Mahakali Municipality,Kanchanpur,Sudur Paschimanchal
8,Mahakali Municipality,Kanchanpur,Sudur Paschimanchal
9,Mahakali Municipality,Kanchanpur,Sudur Paschimanchal
10,Mahakali Municipality,Kanchanpur,Sudur Paschimanchal
1,Shuklaphanta Municipality,Kanchanpur,Sudur Paschimanchal
2,Shuklaphanta Municipality,Kanchanpur,Sudur Paschimanchal
3,Shuklaphanta Municipality,Kanchanpur,Sudur Paschimanchal
4,Shuklaphanta Municipality,Kanchanpur,Sudur Paschimanchal
5,Shuklaphanta Municipality,Kanchanpur,Sudur Paschimanchal
6,Shuklaphanta Municipality,Kanchanpur,Sudur Paschimanchal
7,Shuklaphanta Municipality,Kanchanpur,Sudur Paschimanchal
8,Shuklaphanta Municipality,Kanchanpur,Sudur Paschimanchal
9,Shuklaphanta Municipality,Kanchanpur,Sudur Paschimanchal
10,Shuklaphanta Municipality,Kanchanpur,Sudur Paschimanchal
11,Shuklaphanta Municipality,Kanchanpur,Sudur Paschimanchal
12,Shuklaphanta Municipality,Kanchanpur,Sudur Paschimanchal
1,Belauri Municipality,Kanchanpur,Sudur Paschimanchal
2,Belauri Municipality,Kanchanpur,Sudur Paschimanchal
3,Belauri Municipality,Kanchanpur,Sudur Paschimanchal
4,Belauri Municipality,Kanchanpur,Sudur Paschimanchal
5,Belauri Municipality,Kanchanpur,Sudur Paschimanchal
6,Belauri Municipality,Kanchanpur,Sudur Paschimanchal
7,Belauri Municipality,Kanchanpur,Sudur Paschimanchal
8,Belauri Municipality,Kanchanpur,Sudur Paschimanchal
9,Belauri Municipality,Kanchanpur,Sudur Paschimanchal
10,Belauri Municipality,Kanchanpur,Sudur Paschimanchal
1,Krishnapur Municipality,Kanchanpur,Sudur Paschimanchal
2,Krishnapur Municipality,Kanchanpur,Sudur Paschimanchal
3,Krishnapur Municipality,Kanchanpur,Sudur Paschimanchal
4,Krishnapur Municipality,Kanchanpur,Sudur Paschimanchal
5,Krishnapur Municipality,Kanchanpur,Sudur Paschimanchal
6,Krishnapur Municipality,Kanchanpur,Sudur Paschimanchal
7,Krishnapur Municipality,Kanchanpur,Sudur Paschimanchal
8,Krishnapur Municipality,Kanchanpur,Sudur Paschimanchal
9,Krishnapur Municipality,Kanchanpur,Sudur Paschimanchal
1,Laljhadi Rural Municipality,Kanchanpur,Sudur Paschimanchal
2,Laljhadi Rural Municipality,Kanchanpur,Sudur Paschimanchal
3,Laljhadi Rural Municipality,Kanchanpur,Sudur Paschimanchal
4,Laljhadi Rural Municipality,Kanchanpur,Sudur Paschimanchal
5,Laljhadi Rural Municipality,Kanchanpur,Sudur Paschimanchal
6,Laljhadi Rural Municipality,Kanchanpur,Sudur Paschimanchal
1,Beldandi Rural Municipality,Kanchanpur,Sudur Paschimanchal
2,Beldandi Rural Municipality,Kanchanpur,Sudur Paschimanchal
3,Beldandi Rural Municipality,Kanchanpur,Sudur Paschimanchal
4,Beldandi Rural Municipality,Kanchanpur,Sudur Paschimanchal
5,Beldandi Rural Municipality,Kanchanpur,Sudur Paschimanchal
1,Janaki Rural Municipality,Kailali,Sudur Paschimanchal
2,Janaki Rural Municipality,Kailali,Sudur Paschimanchal
3,Janaki Rural Municipality,Kailali,Sudur Paschimanchal
4,Janaki Rural Municipality,Kailali,Sudur Paschimanchal
5,Janaki Rural Municipality,Kailali,Sudur Paschimanchal
6,Janaki Rural Municipality,Kailali,Sudur Paschimanchal
7,Janaki Rural Municipality,Kailali,Sudur Paschimanchal
8,Janaki Rural Municipality,Kailali,Sudur Paschimanchal
9,Janaki Rural Municipality,Kailali,Sudur Paschimanchal
1,Kailari Rural Municipality,Kailali,Sudur Paschimanchal
2,Kailari Rural Municipality,Kailali,Sudur Paschimanchal
3,Kailari Rural Municipality,Kailali,Sudur Paschimanchal
4,Kailari Rural Municipality,Kailali,Sudur Paschimanchal
5,Kailari Rural Municipality,Kailali,Sudur Paschimanchal
6,Kailari Rural Municipality,Kailali,Sudur Paschimanchal
7,Kailari Rural Municipality,Kailali,Sudur Paschimanchal
8,Kailari Rural Municipality,Kailali,Sudur Paschimanchal
9,Kailari Rural Municipality,Kailali,Sudur Paschimanchal
1,Joshipur Rural Municipality,Kailali,Sudur Paschimanchal
2,Joshipur Rural Municipality,Kailali,Sudur Paschimanchal
3,Joshipur Rural Municipality,Kailali,Sudur Paschimanchal
4,Joshipur Rural Municipality,Kailali,Sudur Paschimanchal
5,Joshipur Rural Municipality,Kailali,Sudur Paschimanchal
6,Joshipur Rural Municipality,Kailali,Sudur Paschimanchal
7,Joshipur Rural Municipality,Kailali,Sudur Paschimanchal
1,Bardagoriya Rural Municipality,Kailali,Sudur Paschimanchal
2,Bardagoriya Rural Municipality,Kailali,Sudur Paschimanchal
3,Bardagoriya Rural Municipality,Kailali,Sudur Paschimanchal
4,Bardagoriya Rural Municipality,Kailali,Sudur Paschimanchal
5,Bardagoriya Rural Municipality,Kailali,Sudur Paschimanchal
6,Bardagoriya Rural Municipality,Kailali,Sudur Paschimanchal
1,Mohanyal Rural Municipality,Kailali,Sudur Paschimanchal
2,Mohanyal Rural Municipality,Kailali,Sudur Paschimanchal
3,Mohanyal Rural Municipality,Kailali,Sudur Paschimanchal
4,Mohanyal Rural Municipality,Kailali,Sudur Paschimanchal
5,Mohanyal Rural Municipality,Kailali,Sudur Paschimanchal
6,Mohanyal Rural Municipality,Kailali,Sudur Paschimanchal
7,Mohanyal Rural Municipality,Kailali,Sudur Paschimanchal
1,Chure Rural Municipality,Kailali,Sudur Paschimanchal
2,Chure Rural Municipality,Kailali,Sudur Paschimanchal
3,Chure Rural Municipality,Kailali,Sudur Paschimanchal
4,Chure Rural Municipality,Kailali,Sudur Paschimanchal
5,Chure Rural Municipality,Kailali,Sudur Paschimanchal
6,Chure Rural Municipality,Kailali,Sudur Paschimanchal
1,Tikapur Municipality,Kailali,Sudur Paschimanchal
2,Tikapur Municipality,Kailali,Sudur Paschimanchal
3,Tikapur Municipality,Kailali,Sudur Paschimanchal
4,Tikapur Municipality,Kailali,Sudur Paschimanchal
5,Tikapur Municipality,Kailali,Sudur Paschimanchal
6,Tikapur Municipality,Kailali,Sudur Paschimanchal
7,Tikapur Municipality,Kailali,Sudur Paschimanchal
8,Tikapur Municipality,Kailali,Sudur Paschimanchal
9,Tikapur Municipality,Kailali,Sudur Paschimanchal
1,Ghodaghodi Municipality,Kailali,Sudur Paschimanchal
2,Ghodaghodi Municipality,Kailali,Sudur Paschimanchal
3,Ghodaghodi Municipality,Kailali,Sudur Paschimanchal
4,Ghodaghodi Municipality,Kailali,Sudur Paschimanchal
5,Ghodaghodi Municipality,Kailali,Sudur Paschimanchal
6,Ghodaghodi Municipality,Kailali,Sudur Paschimanchal
7,Ghodaghodi Municipality,Kailali,Sudur Paschimanchal
8,Ghodaghodi Municipality,Kailali,Sudur Paschimanchal
9,Ghodaghodi Municipality,Kailali,Sudur Paschimanchal
10,Ghodaghodi Municipality,Kailali,Sudur Paschimanchal
11,Ghodaghodi Municipality,Kailali,Sudur Paschimanchal
12,Ghodaghodi Municipality,Kailali,Sudur Paschimanchal
1,Lamkichuha Municipality,Kailali,Sudur Paschimanchal
2,Lamkichuha Municipality,Kailali,Sudur Paschimanchal
3,Lamkichuha Municipality,Kailali,Sudur Paschimanchal
4,Lamkichuha Municipality,Kailali,Sudur Paschimanchal
5,Lamkichuha Municipality,Kailali,Sudur Paschimanchal
6,Lamkichuha Municipality,Kailali,Sudur Paschimanchal
